RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000057	1539	Health Solutions_Coding events_non doc_06-28-2016	2016/07/30 07:41:00	Symposium		475	39	0	0	0	         0	8	         0	         0	         0		http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=1467126043&utm_content=health+solutions_coding+events_non+doc_06-28-2016&utm_campaign=health+solutions+coding+events	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=1467126062&utm_content=health+solutions_coding+events_non+doc_06-28-2016&utm_campaign=health+solutions+coding+events	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=1467126091&utm_content=health+solutions_coding+events_non+doc_06-28-2016&utm_campaign=health+solutions+coding+events	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=1467126103&utm_content=health+solutions_coding+events_non+doc_06-28-2016&utm_campaign=health+solutions+coding+events
0000000058	15390	HS_Admin Intro_051717-Copy of HS_Admin Intro_051717-Split_2	2017/05/18 14:00:00	VerifyHCPAdmin		2076	285	15	0	1480	140	14	1	         0	99		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=janette.kumming@vantagepointnwa.com&token=86391472&internal=249414	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=jmr.choicepodiatry@gmail.com&token=71492464&internal=268304	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=cdahl@longviewradiology.com&token=38806608&internal=275004	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=dlpmercm@gmail.com&token=79780148&internal=227843
0000000059	15394	HS_Clinician Reminder_051717-Split_1	2017/05/18 13:00:00	VerifyHCPClinician		8575	971	45	0	3421	251	11	1	         0	99		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=nazli.ahmed@yahoo.com&token=60879479&internal=170843	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=donna.nwsm@gmail.com&token=11817789&internal=31761	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=capmicredentialing@providence.org&token=38226157&internal=208193
0000000060	15395	HS_Clinician Reminder_051717-Split_2	2017/05/18 13:00:00	VerifyHCPClinician		7967	972	55	0	5877	136	12	1	         0	99		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=aserrano@hallmarkhealth.org&token=92732627&internal=44051	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=jdizonmd@yahoo.com&token=93348305&internal=100981	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=slandrytfmc@gmail.com&token=42569615&internal=277024
0000000061	1541	Health Solutions_Credentialing_Webinar_062716	2016/07/30 10:27:00	Credentialing	Webinar	413	13	0	0	0	         0	3	         0	         0	         0		https://cc.readytalk.com/r/unuxlu7p19mo&eom?utm_source=selligent&utm_medium=email&utm_term=1467063477&utm_content=health+solutions_credentialing_webinar_062716&utm_campaign=health+solutions+credentialing+--+webinar+june	https://cc.readytalk.com/r/unuxlu7p19mo&eom?utm_source=selligent&utm_medium=email&utm_term=1467063474&utm_content=health+solutions_credentialing_webinar_062716&utm_campaign=health+solutions+credentialing+--+webinar+june	https://cc.readytalk.com/r/unuxlu7p19mo&eom?utm_source=selligent&utm_medium=email&utm_term=1467063489&utm_content=health+solutions_credentialing_webinar_062716&utm_campaign=health+solutions+credentialing+--+webinar+june	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&utm_medium=email&utm_term=1467063471&utm_content=health+solutions_credentialing_webinar_062716&utm_campaign=health+solutions+credentialing+--+webinar+june
0000000062	15426	HS_Admin Reminder_051717-Split_1	2017/05/18 13:00:00	VerifyHCPAdmin		1177	220	3	0	27	4359	19	11	         0	89		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=erica@permiangi.com&token=35430458&internal=223293	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=susan.tran@roadrunner.com&token=63123664&internal=237763	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=kelly@pathwaysmhs.org&token=25553392&internal=313014	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=simonem@wmobgyn.org&token=53143274&internal=233233
0000000063	15427	HS_Admin Reminder_051717-Split_2	2017/05/18 13:00:00	VerifyHCPAdmin		1154	208	2	0	58	1990	18	3	         0	97		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=vedarvyasmdllc@gmail.com&token=81238484&internal=256674	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=rajiv.dhamija@gmail.com&token=13060024&internal=238223	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=fsnavalta@sbcglobal.net&token=25402690&internal=232033
0000000064	1544	Health Solutions_Credentialing_Webinar_new addr_062716	2016/08/01 10:14:00	Credentialing		76	0	0	0	0	         0	         0	         0	         0	         0					
0000000065	15563	HS_CoreCoding2018_SendB_052217	2017/05/22 08:00:00	CoreCoding2018		22345	16543	5	0	69589	32	74	0	         0	100		https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_corecoding2018_sendb_052217&utm_campaign=core+books+2018&utm_uid=10148720&utm_effort=	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_corecoding2018_sendb_052217&utm_campaign=core+books+2018&utm_uid=9689851&utm_effort=	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_corecoding2018_sendb_052217&utm_campaign=core+books+2018&utm_uid=10118903&utm_effort=	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_corecoding2018_sendb_052217&utm_campaign=core+books+2018&utm_uid=10145508&utm_effort=
0000000066	15609	HS_ChannelMarketing_2018AppPackagesAcademics_052317	2017/05/23 10:01:00	ChannelMarketing		828	304	0	0	2664	31	37	         0	         0	100		https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesacademics_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10237521~xpm&utm_effort=	https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesacademics_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10245200~djs&utm_effort=	https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesacademics_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10362167~xpm&utm_effort=	https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesacademics_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10366061~djs&utm_effort=
0000000067	15620	HS_ChannelMarketing_2018AppPackagesResellers_052317	2017/05/23 10:01:00	ChannelMarketing		328	76	0	0	752	44	23	         0	         0	100		https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesresellers_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10027166&utm_effort=	https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesresellers_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10256961~tti&utm_effort=	https://ama-assn.org/partner-resources?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesresellers_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10269919~tti&utm_effort=	http://www.ama-assn.org?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_channelmarketing_2018apppackagesresellers_052317&utm_campaign=health+solutions+channel+marketing&utm_uid=10362214&utm_effort=
0000000068	16124	HS_Admin Intro_052417-HS_Admin Intro_052417-Button	2017/05/24 14:09:00	VerifyHCPAdmin		3824	320	12	0	3908	98	8	0	         0	100		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=mlk@centerforpediatricent.com&token=24692883&internal=254734	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=joyofhealthmadison1@gmail.com&token=89204341&internal=258304	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=cpratt@vmgma.com&token=40906949&internal=190801	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=kariminassim@gmail.com&token=16678072&internal=275084
0000000069	16125	HS_Admin Intro_052417-HS_Admin Intro_052417-No_Button	2017/05/24 14:09:00	VerifyHCPAdmin		3207	424	20	0	3836	84	13	1	         0	99		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=drpelayo@live.com&token=57158161&internal=255694	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=nfdcpc08@gmail.com&token=63856601&internal=318924	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=ehoover@paramounthealthoptions.com&token=24517202&internal=359543	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=jmurphy@solutionshealthcare.com&token=95445715&internal=244634
0000000070	16127	HS_Admin Reminder_052417-HS_Admin Reminder_052417-Register	2017/05/24 14:09:00	VerifyHCPAdmin		4525	764	16	0	5032	90	17	0	         0	100		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=tfhccredentialing@hcnetwork.org&token=66214162&internal=249434	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=aalmeda@nahospital.org&token=34429624&internal=258854	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=jmflores@gastroconsa.com&token=36230614&internal=282954
0000000071	16128	HS_Admin Reminder_052417-HS_Admin Reminder_052417-Verify	2017/05/24 14:09:00	VerifyHCPAdmin		4572	976	20	0	5036	91	21	0	         0	100		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=credentialing@periop.com&token=96925458&internal=271524	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=ashleynustad@gmail.com&token=97417310&internal=318234	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=beatriz.ixta@tmphysicians.com&token=54530123&internal=237643
0000000072	16130	HS_Clinician Intro_052417-HS_Clinician Intro_052417-Button	2017/05/24 14:06:00	VerifyHCPClinician		12111	1084	112	0	16040	76	9	1	         0	99		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=grull@siumed.edu&token=34581087&internal=347213	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=janette.kumming@vantagepointnwa.com&token=80011850&internal=309004	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=therapy@familyfacets.com&token=85291586&internal=335134	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=kscannelli@hallmarkhealth.org&token=14490854&internal=264384
0000000073	16131	HS_Clinician Intro_052417-HS_Clinician Intro_052417-No_Button	2017/05/24 14:06:00	VerifyHCPClinician		13001	1212	88	0	15976	81	9	1	         0	99		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=cshernoff@hallmarkhealth.org&token=53957727&internal=44081	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=lcrawford@allergy-asthmacare.com&token=16161937&internal=327404	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=drahosdentalcare@gmail.com&token=83964056&internal=299014	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=sarah.kenney@shopko.com&token=21127082&internal=361323
0000000074	16133	HS_Clinician Reminder_052417-HS_Clinician Reminder_052417-Register	2017/05/24 14:08:00	VerifyHCPClinician		22384	2452	176	0	30584	73	11	1	         0	99		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=accubilling2008@gmail.com&token=70009663&internal=313264	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=info@eastcolumbusoralsurgery.com&token=75441676&internal=97141	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=kmeyer1@saint-lukes.org&token=96977541&internal=277154
0000000075	16134	HS_Clinician Reminder_052417-HS_Clinician Reminder_052417-Verify	2017/05/24 14:08:00	VerifyHCPClinician		23073	3816	136	0	30620	75	17	0	         0	100		https://healthcare.custhelp.com/app/answers/list	https://www.facebook.com/americanmedicalassociation	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=saadatmd@hotmail.com&token=26671529&internal=207233	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=a.priddy@yahoo.com&token=14971089&internal=96311
0000000076	16165	Credentialing_DisruptiveBehaviorWhitepaper_052517-Credentialing_DisruptiveBehaviorWhitepaper_SPLIT A	2017/05/25 09:04:00	Credentialing		8560	15320	8	0	46356	18	179	0	         0	100					
0000000077	16166	Credentialing_DisruptiveBehaviorWhitepaper_052517-Credentialing_DisruptiveBehaviorWhitepaper_SPLIT B	2017/05/25 09:04:00	Credentialing		8964	15036	16	0	46540	19	168	0	         0	100					
0000000078	162	Health Solutions_Coding Events-NonDoc_050116 - Health Solutions Coding Events Non-Doc - Split 1	2016/08/01 11:56:00	Coding Events-NonDoc	050116 - Health Solutions Coding Events Non-Doc - Split 1	59	1	4	0	0	         0	2	         0	         0	         0					
0000000079	1626	HS_Gen Marketing_non doc_addr1_06-29-2016	2016/07/30 13:03:00	PrinciplesICD10		176	9	0	0	0	         0	5	         0	         0	         0		https://commerce.ama-assn.org/store/content/specialoffers?node_id=nn406&utm_source=selligent&utm_medium=email&utm_term=1467213084&utm_content=hs_gen+marketing_non+doc_addr1_06-29-2016&utm_campaign=health+solutions+general+marketing	http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=1467213098&utm_content=hs_gen+marketing_non+doc_addr1_06-29-2016&utm_campaign=health+solutions+general+marketing	https://commerce.ama-assn.org/store/content/specialoffers?node_id=nn406&utm_source=selligent&utm_medium=email&utm_term=1467213087&utm_content=hs_gen+marketing_non+doc_addr1_06-29-2016&utm_campaign=health+solutions+general+marketing	
0000000080	1628	HS_Gen Marketing_non doc_addr2_06-29-2016	2018/05/06 18:48:19	Gen Marketing	non doc	1	0	0	0	0	         0	         0	         0	         0	         0					
0000000081	163	Health Solutions_Coding Events-NonDoc_050116 - Health Solutions Coding Events Non-Doc - Split 2	2016/08/01 14:27:00	CodingEvents		54	0	0	0	0	         0	         0	         0	         0	         0					
0000000082	16477	HS_CoME2017_DoctorListAudiey_053117	2017/05/31 09:01:00	CoME2017		848	2368	0	0	8000	11	279	         0	         0	100		https://apps.ama-assn.org/profile/user/email-preferences?user_id=11518261&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_come2017_doctorlistaudiey_053117&utm_campaign=come_2017~yon&utm_uid=11518261&utm_effort=	https://apps.ama-assn.org/profile/user/email-preferences?user_id=11518785&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_come2017_doctorlistaudiey_053117&utm_campaign=come_2017~ckr&utm_uid=11518785&utm_effort=	https://apps.ama-assn.org/profile/user/email-preferences?user_id=11518422&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_come2017_doctorlistaudiey_053117&utm_campaign=come_2017~ckr&utm_uid=11518422&utm_effort=	https://apps.ama-assn.org/profile/user/email-preferences?user_id=10102686&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_come2017_doctorlistaudiey_053117&utm_campaign=come_2017~ckr&utm_uid=10102686&utm_effort=
0000000083	16603	HS_Admin Reminder_060117-HS_Admin Reminder_053117-HS_Admin Reminder_053117-Button	2017/06/01 14:00:00	VerifyHCPAdmin		3592	712	20	0	4408	81	20	0	         0	100		https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=bhuizenga@maclinton.com&token=31721959&internal=360273	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=khart@ihnclinic.com&token=92790311&internal=360903	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=credentialing@mgsionline.com&token=31834784&internal=256694
0000000084	16604	HS_Admin Reminder_060117-HS_Admin Reminder_053117-HS_Admin Reminder_053117-NoButton	2017/06/01 14:00:00	VerifyHCPAdmin		3314	576	52	0	4364	76	17	1	         0	99		https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=tiennguyenmd@gmail.com&token=69551348&internal=321854	https://healthcare.custhelp.com/app/answers/list	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=227mbc@gmail.com&token=55547934&internal=257964	https://verifyhcp.lexisnexis.com/verifyhcp/registration/validatetoken?email=expressclinic204@gmail.com&token=61125908&internal=264854
