RECSEQ	EMPPID	ORDER_NO	LINE_NO	RETURN_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	RETURNED_QTY	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000000076	0000067486	46034278	000200	2018/12/27 00:00:00	CIX	CIX	37360459	37360458	OP542019	0000000002	000099.00	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			2019 ICD10CM CODING ORTHOPEDIC9781640720206	369208	FIND A CODE LLC	59.40	N	4150BQ90	Coding And Reimbursements	OP542019	3	ONLINE CATALOG ORD MEMBER	00498962
0000000077	0000070037	45944151	000100	2018/09/24 00:00:00	4BO	4BOOK20	33648978	33648978	EP054118	0000000006	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000078	0000070037	46039864	000100	2019/04/16 00:00:00	4BO	4BOOK20	33648978	33648978	EP054119	0000000006	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000079	0000070046	45943270	000600	2017/12/15 00:00:00	FZB	FZBA10	54711801	54711801	OP168218	0000000001	000110.46	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FZB	A10			AAB-ICD10CM DOC '189781622026104	000000	*NONE	.00	N	4150BQ46	Coding And Reimbursements	OP168218	3		
0000000080	0000070046	45943270	000700	2017/12/15 00:00:00	FZB	FZBA10	54711801	54711801	OP495015	0000000001	000119.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FZB	A10			Netter's CPT Surgery9781622020300	270982	IPC COMMUNICATION SERVICES	9.30	N	4150AC33	Coding And Reimbursements	OP495015	3		
0000000081	0000070806	45944378	000100	2017/12/04 00:00:00	FYX	FYXA10	48333661	12027144	OP201417	0000000016	000069.97	0000000000	0000000000	0000000000	R22	Overstock	FYX	A10			ICD10CM 2017 CODEBOOK9781622024049	283061	OPTUM	17.48	N	4150BQ44	Coding And Reimbursements	OP201417	3		
0000000082	0000070806	45954174	000100	2018/01/30 00:00:00	FYX	FYXA10	48333661	12027144	OP533218	0000000001	000071.47	0000000000	0000000000	0000000000	R9	DAMAGED/DEFECTIVE	FYX	A10			OPTUM ICD10CM PROF FOR PHYS 189781622543953	000250	OPTUM - CUST 130006	63.77	N	4150BQ90	Coding And Reimbursements	OP533218	3		
0000000083	0000070806	45969234	000100	2018/08/24 00:00:00	TGD	TGDA10	48333661	12027144	EP054118	0000000001	000081.87	0000000000	0000000000	0000000000	R9	DAMAGED/DEFECTIVE	TGD	A10			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000084	0000070806	45969234	000200	2018/12/13 00:00:00	TGD	TGDA10	48333661	12027144	OP533218	0000000012	000071.47	0000000000	0000000000	0000000000	R22	Overstock	TGD	A10			OPTUM ICD10CM PROF FOR PHYS 189781622543953	000250	OPTUM - CUST 130006	63.77	Y	4150BQ90	Coding And Reimbursements	OP533218	3		
0000000085	0000070806	45969234	000200	2018/10/17 00:00:00	TGD	TGDA10	48333661	12027144	OP533218	0000000176	000071.47	0000000000	0000000000	0000000000	R22	Overstock	TGD	A10			OPTUM ICD10CM PROF FOR PHYS 189781622543953	000250	OPTUM - CUST 130006	63.77	Y	4150BQ90	Coding And Reimbursements	OP533218	3		
0000000086	0000070806	45988990	000100	2018/10/17 00:00:00	TGD	TGDA10	48333661	12027144	EP054118	0000000030	000087.71	0000000000	0000000000	0000000000	R22	Overstock	TGD	A10			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000087	0000070806	46026908	000200	2019/07/18 00:00:00	TGD	TGDA10	48333661	12027144	OP533219	0000000016	000071.47	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGD	A10			OPTUM ICD10CM PROF FOR PHYS 199781622544301	433691	OPTUM360	63.77	N	4150BQ90	Coding And Reimbursements	OP533219	3		
0000000088	0000071161	45993924	000100	2018/09/13 00:00:00	4BO	4BOOK20	01551254	01551254	EP054118	0000000010	000000.00	0000000000	0000000000	0000000000	R13	PBD ERROR - MISPICK	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000089	0000071161	46033679	000100	2019/03/04 00:00:00	4BO	4BOOK20	01551254	01551254	EP054119	0000000009	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000090	0000071513	46003899	000101	2018/10/02 00:00:00	CIXM	CIX	33544271	33544271	EP054119	0000000001	000082.12	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000000091	0000071513	46003899	000102	2018/10/02 00:00:00	CIXM	CIX	33544271	33544271	OP201419	0000000001	000077.03	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	CIX	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3	ONLINE CATALOG ORD MEMBER	00498962
0000000092	0000072156	45953859	000200	2018/04/04 00:00:00	4BO	4BOOK20	01890050	01890050	OP201118	0000000010	000083.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000000093	0000072156	45953859	000100	2018/04/04 00:00:00	4BO	4BOOK20	01890050	01890050	OP201418	0000000010	000083.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000094	0000072156	45988913	000100	2018/10/04 00:00:00	4BO	4BOOK20	01890050	01890050	EP054118	0000000009	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000095	0000072156	46027980	000200	2019/02/28 00:00:00	4BO	4BOOK20	01890050	01890050	OP201119	0000000004	000087.16	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000000096	0000072156	46027980	000100	2019/02/28 00:00:00	4BO	4BOOK20	01890050	01890050	OP201419	0000000004	000087.16	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000097	0000072935	45960940	000100	2018/03/30 00:00:00	4BO	4BOOK20	66164201	66164201	EP054118	0000000001	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000098	0000072935	45999048	000100	2019/03/18 00:00:00	4BO	4BOOK20	66164201	66164201	OP533819	0000000012	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10CM PROF FOR HOSP 199781622544363	433691	OPTUM360	63.77	N	4150BQ90	Coding And Reimbursements	OP533819	3		
0000000099	0000074955	46059951	000100	2019/05/01 00:00:00	4BO	4BOOK20	26335693	26335693	OP201119	0000000018	000087.16	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000000100	0000074955	46105087	000100	2019/10/15 00:00:00	4BO	4BOOK20	26335693	26335693	EP054119	0000000008	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000101	0000075217	45998492	001700	2018/10/05 00:00:00	TGL	TGLA11	01897692	70848867	OP201119	0000000015	000031.60	0000000000	0000000000	0000000000	R22	Overstock	TGL	A11			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000000102	0000075903	45962666	001100	2018/02/08 00:00:00	FYY	FYYA14M	35592946	35592946	AP142618	0000000001	000000.00	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000103	0000075903	45962666	001100	2018/02/08 00:00:00	FYY	FYYA14M	35592946	35592946	AP500918	0000000001	000000.00	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000104	0000075903	45962666	001100	2018/02/08 00:00:00	FYY	FYYA14M	35592946	35592946	AP888818	0000000001	000000.00	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000105	0000075903	45962667	000100	2018/02/07 00:00:00	FYY	FYYA14M	35592946	35592946	NC833018	0000000001	000000.00	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			HCPCS 2018 SPIRAL REVIEW COPY9781622026128	000000	*NONE	.00	N	4150BP36	Coding And Reimbursements	NC833018	3		
0000000106	0000075903	45964543	000100	2018/03/15 00:00:00	FYY	FYYA14M	35592946	35592946	EP054118	0000000001	000087.71	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000107	0000075903	45964543	000200	2018/03/15 00:00:00	FYY	FYYA14M	35592946	35592946	OP201418	0000000001	000078.71	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000108	0000075903	45964543	000300	2018/03/15 00:00:00	FYY	FYYA14M	35592946	35592946	OP231518	0000000001	000074.96	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYY	A14M			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000109	0000076449	45986131	000100	2018/10/10 00:00:00	TGGM	TGGA10	94086254	94086254	EP054119	0000000001	000080.46	0000000000	0000000000	0000000000	R4	NO REASON	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000110	0000076449	45986131	000100	2018/10/10 00:00:00	TGGM	TGGA10	94086254	94086254	OP201419	0000000001	000061.46	0000000000	0000000000	0000000000	R4	NO REASON	TGG	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000111	0000076500	45945122	000200	2018/04/30 00:00:00	4BO	4BOOK20	36292308	36292308	OP533418	0000000006	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10PCS EXP PHYS 189781622543618	000250	OPTUM - CUST 130006	63.77	N	4150BQ90	Coding And Reimbursements	OP533418	3		
0000000112	0000076500	45945122	000100	2018/04/30 00:00:00	4BO	4BOOK20	36292308	36292308	OP533818	0000000005	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10CM PROF FOR HOSP 189781622543977	000250	OPTUM - CUST 130006	63.77	N	4150BQ90	Coding And Reimbursements	OP533818	3		
0000000113	0000076500	45982143	000100	2018/11/05 00:00:00	4BO	4BOOK20	36292308	36292308	EP054118	0000000006	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000114	0000076500	46015906	000100	2019/04/19 00:00:00	4BO	4BOOK20	36292308	36292308	OP533419	0000000004	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10PCS PROFESSIONAL 199781622545063	433691	OPTUM360	63.77	N	4150BQ90	Coding And Reimbursements	OP533419	3		
0000000115	0000076500	46015906	000200	2019/04/19 00:00:00	4BO	4BOOK20	36292308	36292308	OP533819	0000000001	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10CM PROF FOR HOSP 199781622544363	433691	OPTUM360	63.77	N	4150BQ90	Coding And Reimbursements	OP533819	3		
0000000116	0000079636	45955077	000300	2018/03/06 00:00:00	4BO	4BOOK20	06916652	06916652	OP201418	0000000002	000083.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000117	0000079636	45965429	000100	2018/03/23 00:00:00	4BO	4BOOK20	06916652	06916652	EP054117	0000000001	000091.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2017 SPIRAL9781622024001	861190	LSC COMMUNICATIONS	4.34	N	4150AC36	Coding And Reimbursements	EP054117	3		
0000000118	0000081416	45962569	000100	2018/02/21 00:00:00	CIX	CIX	36058063	36058063	OP201418	0000000001	000104.95	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3	ONLINE CATALOG ORD MEMBER	00498962
0000000119	0000081488	45943910	006003	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	AP142618	0000000004	000031.51	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618	3		
0000000120	0000081488	45943910	006002	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	AP500918	0000000004	000021.01	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918	3		
0000000121	0000081488	45943910	006001	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	AP888818	0000000004	000061.44	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			CPT 2018 PROFESSIONAL EDITION9781622027378	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	AP888818	3		
0000000122	0000081488	45943910	000300	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	OP103516	0000000005	000067.46	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			PRIN OF ICD-10 CODING 4TH ED9781622025558	521836	WEBCRAFTERS INC	7.85	N	4150BQ41	Coding And Reimbursements	OP103516	3		
0000000123	0000081488	45943910	000400	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	OP103716	0000000005	000044.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			PRIN OF ICD-10-CM WRKBK 4TH ED9781622025572	174812	PA HUTCHINSON	5.39	N	4150BQ41	Coding And Reimbursements	OP103716	3		
0000000124	0000081488	45943910	000200	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	OP501016	0000000005	000056.21	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			PRINCIPLES OF CPT CODING 9E9781622025510	933044	DONNELLEY RECEIVABLES	13.75	N	4150AC24	Coding And Reimbursements	OP501016	3		
0000000125	0000081488	45943910	000100	2018/03/06 00:00:00	4BO	4BOOK25	01640078	01640078	OP533818	0000000001	000082.46	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK25			OPTUM ICD10CM PROF FOR HOSP 189781622543977	000250	OPTUM - CUST 130006	63.77	N	4150BQ90	Coding And Reimbursements	OP533818	3		
0000000126	0000082430	45922108	000100	2018/01/09 00:00:00	FYT	FYTA10	33365845	33365845	OP264218	0000000001	000152.96	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	FYT	A10			AAB CPT CE 2018:ANESTHESIOLOGY9781622027125	000000	*NONE	.00	N	4150AC66	Coding And Reimbursements	OP264218	3		
0000000127	0000082874	45928412	000400	2018/01/30 00:00:00	FZBM	FZBA10	29732772	29732772	OP657618	0000000001	000174.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FZB	A10			OPTM CODE&PAY GDE BHV HLTH 189781622543267	000250	OPTUM - CUST 130006	104.37	N	4150BP71	Coding And Reimbursements	OP657618	3		
0000000128	0000083564	46043904	000100	2019/01/22 00:00:00	CIX	CIX	37455678	37455677	DS040114	0000000005	000044.95	0000000000	0000000000	0000000000	R13	PBD ERROR - MISPICK	CIX	UNK			CMS1500 0212 1 PART 1000	000000	*NONE	10.75	N	4150BP45	Coding And Reimbursements	DS040114	3	ONLINE CATALOG ORD MEMBER	00498962
0000000129	0000083811	45988862	000100	2019/03/18 00:00:00	4BO	4BOOK20	69174701	92462292	OP533819	0000000015	000087.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10CM PROF FOR HOSP 199781622544363	433691	OPTUM360	63.77	N	4150BQ90	Coding And Reimbursements	OP533819	3		
0000000130	0000083811	46003405	000100	2019/09/11 00:00:00	4BO	4BOOK20	92462292	92462292	EP054119	0000000020	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000000131	0000083811	46003405	000200	2019/10/21 00:00:00	4BO	4BOOK20	92462292	92462292	OP535219	0000000018	000091.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			OPTUM ICD10PCS EXP PHYS 199781622544264	433691	OPTUM360	66.67	N	4150BQ90	Coding And Reimbursements	OP535219	3		
0000000132	0000085781	45976253	000101	2018/05/09 00:00:00	UUV	UUVV218	36412084	36412084	OP287018	0000000001	000074.95	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	UUV	V218			RISK ADJUST DOC AND CODING9781622027330	849061	CJK WEBCRAFTERS INC	10.60	N	4150AC69	Coding And Reimbursements	OP287018	3		
0000000133	0000085781	45976253	000100	2018/05/09 00:00:00	UUV	UUVV218	36412084	36412084	OP287018U	0000000001	000056.21	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	UUV	V218			USC-RISK ADJUST DOC CODING9781622027330	000000	*NONE	.00	N	4150AC69	Coding And Reimbursements	OP287018U	3		
0000000134	0000085923	46032756	000200	2019/06/14 00:00:00	4BO	4BOOK20	42536962	42536962	OP231519	0000000008	000083.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000135	0000086653	45993751	000100	2018/09/28 00:00:00	4RE	4RESELL4	68948511	04145815	OP201419	0000000002	000059.92	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000000136	0000087718	45998494	000200	2019/01/08 00:00:00	CIX	CIX	36964048	26354585	OP231519	0000000005	000068.22	0000000000	0000000000	0000000000	R17	CUSTOMER MOVED	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000000137	0000089023	45998932	000300	2018/11/06 00:00:00	CIX	CIX	36968185	36968184	EP054118	0000000008	000116.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3	ONLINE CATALOG ORD MEMBER	00498962
0000000138	0000090332	45999422	000200	2019/01/08 00:00:00	TGH	TGHA12	12575693	12411119	OP231519	0000000001	000057.72	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGH	A12			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000139	0000090890	45997226	000100	2019/02/01 00:00:00	DCVM	DCVV3U18	43551831	43551831	OP231519	0000000001	000075.15	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	DCV	V3U18			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000000140	0000091823	45924907	000200	2018/01/05 00:00:00	4BO	4BOOK20	21533760	21533760	OP231518	0000000025	000079.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000141	0000092549	45950077	000100	2018/03/23 00:00:00	4BO	4BOOK20	31432990	31432990	EP054118	0000000002	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000142	0000092810	45949660	000400	2018/03/06 00:00:00	4BO	4BOOK20	79744375	79744375	EP054118	0000000003	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000143	0000092810	45949660	000200	2018/03/06 00:00:00	4BO	4BOOK20	79744375	79744375	OP103516	0000000006	000071.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			PRIN OF ICD-10 CODING 4TH ED9781622025558	521836	WEBCRAFTERS INC	7.85	N	4150BQ41	Coding And Reimbursements	OP103516	3		
0000000144	0000092810	45949660	000100	2018/03/06 00:00:00	4BO	4BOOK20	79744375	79744375	OP201418	0000000008	000083.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000000145	0000092810	45949660	000300	2018/03/06 00:00:00	4BO	4BOOK20	79744375	79744375	OP231518	0000000005	000079.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000146	0000092810	45974602	000100	2018/10/04 00:00:00	4BO	4BOOK20	79744375	79744375	EP054118	0000000004	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000000147	0000092810	45974602	000200	2018/10/04 00:00:00	4BO	4BOOK20	79744375	79744375	OP231518	0000000006	000079.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000000148	0000092810	45988863	000300	2018/10/17 00:00:00	4BO	4BOOK10	79744375	79744375	OP201418	0000000006	000094.46	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK10			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
